46136	31156	Gem
46136	31158	Gem
46241	31159	Mon
46300	31216	Mon
46101	31359	Lyn
46516	31368	Gem
46642	31385	Mon
46933	31416	CMa
46553	31434	Aur
46781	31525	Gem
46318	31526	Lyn
47138	31560	CMa
47138	31564	CMa
47205	31592	CMa
46590	31665	Lyn
46480	31676	Lyn
47105	31681	Gem
47670	31685	Pup
47442	31700A	CMa
47152	31737A	Aur
46635	31763	Lyn
47070	31771	Aur
47100	31789	Aur
47174	31832	Aur
47395	31852A	Aur
47395	31852B	Aur
50506	31897	Men
47005	31944	Cam
47839	31978B	Mon
47839	31978A	Mon
47731	32019	Gem
48097	32104	Gem
47914	32173	Aur
48329	32246	Gem
48433	32249	Gem
48917	32292	CMa
48450	32311	Gem
48915	32349	CMa
48737	32362	Gem
48843	32404	Gem
48250	32438A	Lyn
48250	32438B	Lyn
48977	36463	Mon
48682	32480	Aur
48432	32489	Lyn
49229	32492	CMa
49333	32504	CMa
49161	32533	Mon
48781	32562	Aur
49293	32578	Mon
50241	32607	Pic
49606	32753	Gem
50013	32759	CMa
50310	32768	Pup
49738	32814	Gem
49520	32844	Aur
48879	32864	Cam
51557	32912	Vol
49908	32921	Gem
50019	33018	Gem
50018	33041	Aur
49618	33048B	Lyn
49618	33048A	Lyn
50037	33064A	Aur
50707	33092	CMa
49340	33104	Cam
50204	33133	Aur
50877	33152	CMa
50778	33160	CMa
50635	33202A	Gem
50635	33202B	Gem
51055	33248	CMa
50692	33277	Gem
51199	33302	CMa
51251	33345B	CMa
51250	33345A	CMa
51309	33347	CMa
50658	33377	Aur
54239	33384	Men
50522	33449	Lyn
50973	33485	Lyn
52089	33579	CMa
51530	33595	Gem
51440	33614	Aur
51688	33650	Gem
52005	33715	Gem
52877	33856	CMa
52497	33927	Gem
52918	33971	Mon
53138	33977	CMa
53244	34045	CMa
52973	34088	Gem
53257	34182	Gem
54131	34440	Gem
54605	34444	CMa
55864	34473	Vol
55865	34481	Vol
53633	34572	Lyn
54810	34622	Mon
54719	34693	Gem
54801	34722	Gem
55057	34724	Mon
54716	34752	Aur
55185	34769	Mon
55522	34798	CMa
55052	34819	Gem
55156	34861	Gem
55533	34904	Mon
55383	34909A	Gem
-	34909B	Gem
56014	34981A	CMa
56014	34981B	CMa
55621	35025	Gem
56139	35037	CMa
56003	35080	Mon
55280	35146	Lyn
55870	35152	Gem
57623	35228	Vol
56855	35264	Pup
56221	35341	Aur
56537	35350	Gem
57060	35412	CMa
57061	35415	CMa
56986	35550	Gem
57423	35699	Gem
57264	35710	Aur
57066	35726	Lyn
57067	35731	Lyn
56820	35735B	Cam
56820	35735A	Cam
57102	35783	Lyn
57103	35785	Lyn
237611	35787	Lyn
57744	35842	Gem
57727	35846	Gem
58350	35904	CMa
57669	35907	Aur
57927	35941	Gem
58187	35987	CMi
60816	36039	Men
58367	36041	CMi
58207	36046	Gem
58142	36145	Lyn
58579	36156	Gem
58715	36188	CMi
58728	36238	Gem
58923	36265	CMi
58972	36284	CMi
58946	36366	Gem
59717	36377	Pup
59037	36393	Gem
59294	36425	CMi
59148	36429	Gem
58855	36439	Lyn
59881	36641	CMi
60111	36723	CMi
60081	36739	Gem
60107	36760	Gem
60357	36812	CMi
-	--	Gem
60179	36850A	Gem
60178	36850B	Gem
60522	36962	Gem
61064	37088	Mon
60986	37204	Gem
61110	37265	Gem
61421	37279	CMi
61338	37300	Gem
61106	37406	Lyn
61935	37447	Mon
63295	37504	Vol
61497	37609	Lyn
62044	37629	Gem
62576	37648	Pup
62623	37677	Pup
62285	37704	Gem
62345	37740	Gem
62510	37811	Gem
62509	37826	Gem
62863	37842	Pup
62864	37843	Pup
62952	37891	Pup
62721	37908	Gem
62832	37921	CMi
62140	37934	Cam
62066	37949	Cam
62898	38016	Gem
63336	38048B	Pup
63336	38048A	Pup
63462	38070	Pup
63208	38106A	Gem
63208	38106B	Gem
63700	38170	Pup
63697	38211	Pup
64077	38372	Pup
63975	38373	CMi
64096	38382A	Pup
64096	38382B	Pup
64238	38427	Pup
